root_id	stable_id
1073211	TF105997
1007752	TF105998
876908	TF105999
984026	TF106000
648751	TF106001
409254	TF106002
635757	TF106101
1012425	TF106103
1112417	TF106104
1001310	TF106105
1000566	TF106106
1208699	TF106107
798175	TF106108
971129	TF106109
945830	TF106111
975790	TF106112
1030130	TF106113
903835	TF106114
1117483	TF106115
1117633	TF106116
964793	TF106117
1093282	TF106118
1166968	TF106119
1288771	TF106120
1030397	TF106122
1130207	TF106123
965273	TF106124
1138530	TF106125
963641	TF106126
1044099	TF106127
1088780	TF106128
1017339	TF106129
1153374	TF106130
927487	TF106131
1106273	TF106132
1148867	TF106133
996102	TF106134
860193	TF106135
935011	TF106136
1082340	TF106137
1153044	TF106139
1195154	TF106140
1044969	TF106141
1149001	TF106142
991452	TF106143
1018522	TF106144
885644	TF106145
1026905	TF106146
1057524	TF106147
977595	TF106148
269083	TF106149
897919	TF106150
948464	TF106151
1030308	TF106152
1018704	TF106153
1032444	TF106154
1064269	TF106155
966425	TF106156
942400	TF106158
1005360	TF106159
930754	TF106160
923689	TF106161
573092	TF106171
1223493	TF106172
703579	TF106173
460019	TF106174
1143274	TF106175
1053396	TF106176
644722	TF106181
932932	TF106182
1114469	TF106183
684828	TF106187
1357118	TF106188
945046	TF106189
1069263	TF106190
702999	TF106191
1161956	TF106192
1014700	TF106193
1113633	TF106194
564289	TF106195
1088051	TF106196
879508	TF106197
819056	TF106198
1261752	TF106199
693025	TF106200
987034	TF106201
1109507	TF106202
980540	TF106203
647785	TF106204
779278	TF106206
829777	TF106207
860942	TF106208
833382	TF106209
777892	TF106210
892671	TF106211
642940	TF106212
824557	TF106216
958358	TF106217
891950	TF106218
788023	TF106219
914876	TF106220
620055	TF106221
587192	TF106222
505028	TF106223
799984	TF106226
850278	TF106227
807148	TF106228
792091	TF106229
825583	TF106230
1120333	TF106231
894216	TF106232
834614	TF106233
1166038	TF106234
1002692	TF106237
1160297	TF106238
881380	TF106241
959897	TF106242
1162271	TF106243
1098923	TF106246
1012971	TF106247
951083	TF106248
827291	TF106249
957388	TF106250
1270255	TF106251
616314	TF106261
633118	TF106262
1198124	TF106263
1165914	TF106264
706624	TF106265
689016	TF106266
1243461	TF106271
1214849	TF106272
680758	TF106273
825469	TF106274
858267	TF106275
450130	TF106276
476115	TF106277
765878	TF106278
1150140	TF106280
1187628	TF106281
694354	TF106301
721200	TF106302
601625	TF106303
1160681	TF106304
1253876	TF106305
904549	TF106311
1199224	TF106321
894731	TF106331
775479	TF106332
590797	TF106336
1218193	TF106339
1036532	TF106346
1148130	TF106347
1153176	TF106348
559532	TF106349
1000101	TF106350
891126	TF106351
779782	TF106352
1182380	TF106353
1100740	TF106355
838965	TF106356
1189737	TF106357
1052190	TF106358
1277535	TF106361
565045	TF106366
658288	TF106367
898939	TF106368
1355881	TF106369
857410	TF106370
1025195	TF106371
449416	TF106373
750467	TF106374
748053	TF106376
1293232	TF106377
770126	TF106378
644560	TF106379
470655	TF106381
589177	TF106382
694648	TF106383
947202	TF106384
910432	TF106385
1209999	TF106391
1183018	TF106392
1207965	TF106393
1110970	TF106394
1190699	TF106395
1188369	TF106396
1191371	TF106397
1237867	TF106398
1178928	TF106399
1234246	TF106401
1196199	TF106402
1225154	TF106403
1212079	TF106404
1201447	TF106405
1193555	TF106406
1139565	TF106407
277280	TF106408
830907	TF106409
767039	TF106411
1152846	TF106412
1014336	TF106414
726958	TF106415
918189	TF106416
943674	TF106417
1190193	TF106418
1097659	TF106419
627799	TF106420
818711	TF106421
1162838	TF106422
1022495	TF106423
748725	TF106424
1088699	TF106425
1190136	TF106426
768587	TF106427
661579	TF106429
931942	TF106430
735973	TF106431
937684	TF106432
836966	TF106433
819976	TF106434
1353545	TF106435
792704	TF106436
749663	TF106437
718514	TF106438
713525	TF106439
828986	TF106440
1192323	TF106441
805964	TF106443
558764	TF106444
522431	TF106445
1241827	TF106446
1089266	TF106447
588457	TF106448
431055	TF106449
594555	TF106450
532247	TF106451
808092	TF106452
574203	TF106453
520982	TF106455
476791	TF106456
743058	TF106457
593664	TF106458
878780	TF106459
1103704	TF106460
757386	TF106461
1139841	TF106462
596157	TF106463
542438	TF106464
289798	TF106465
1036620	TF106466
456741	TF106467
1163090	TF106468
1191763	TF106469
1237642	TF106470
269869	TF106472
531843	TF106473
1038908	TF106474
836854	TF106475
517661	TF106476
1230631	TF106477
1198179	TF106478
1203175	TF106479
341715	TF106480
486369	TF106481
406605	TF106482
851362	TF106483
584110	TF106485
518909	TF106486
490978	TF106487
574943	TF106488
744813	TF106489
986282	TF106490
960761	TF106491
763416	TF106493
1134403	TF106494
691989	TF106495
925289	TF106496
986564	TF106497
993312	TF106498
1092642	TF106502
995172	TF106504
338473	TF106508
1025105	TF106509
588637	TF106510
815583	TF300001
1129343	TF300002
795754	TF300004
418905	TF300007
852766	TF300008
782671	TF300010
919089	TF300011
653542	TF300012
870188	TF300013
910836	TF300014
898225	TF300016
794290	TF300017
1069683	TF300018
1017248	TF300024
617846	TF300025
1181510	TF300026
914068	TF300029
1047753	TF300031
548712	TF300033
671324	TF300034
598462	TF300035
705029	TF300036
594911	TF300037
663139	TF300039
772174	TF300041
516621	TF300042
685728	TF300044
640664	TF300049
735836	TF300050
1320466	TF300056
1230208	TF300057
684978	TF300059
650191	TF300061
1064779	TF300063
854386	TF300064
1170280	TF300065
753675	TF300066
628133	TF300067
519740	TF300068
972370	TF300070
1050537	TF300072
789385	TF300073
1179695	TF300075
779656	TF300076
830794	TF300078
1179636	TF300079
846354	TF300080
954769	TF300081
642616	TF300082
413974	TF300083
1020245	TF300084
1168755	TF300085
778774	TF300086
793924	TF300088
958937	TF300089
718798	TF300091
934417	TF300092
739665	TF300095
397445	TF300099
401248	TF300100
937387	TF300101
375091	TF300102
712381	TF300104
1026275	TF300105
1136156	TF300106
1003796	TF300109
894937	TF300111
744003	TF300112
875753	TF300114
602150	TF300115
907806	TF300116
978830	TF300117
926589	TF300118
798901	TF300119
820321	TF300122
514534	TF300123
624614	TF300125
805607	TF300126
1263232	TF300127
742653	TF300128
784296	TF300129
1148197	TF300134
906385	TF300136
757914	TF300138
1017066	TF300139
460719	TF300140
795144	TF300142
753143	TF300143
1028795	TF300144
598108	TF300147
994707	TF300149
981110	TF300150
849951	TF300157
755138	TF300159
735148	TF300160
1256168	TF300163
1338243	TF300166
878572	TF300167
1057954	TF300170
866903	TF300173
841955	TF300175
808446	TF300176
835846	TF300180
964697	TF300182
784921	TF300184
905773	TF300185
714669	TF300188
743193	TF300189
817091	TF300190
1183598	TF300191
717094	TF300194
335206	TF300196
742383	TF300197
1192435	TF300198
845915	TF300200
1297452	TF300201
822961	TF300202
474304	TF300203
1226018	TF300204
969977	TF300206
831246	TF300210
962009	TF300211
589717	TF300213
809390	TF300215
813021	TF300217
1013426	TF300220
1183308	TF300221
800224	TF300222
771278	TF300223
504387	TF300226
856222	TF300227
920489	TF300229
1106504	TF300230
823873	TF300231
839298	TF300232
828082	TF300233
695824	TF300234
579549	TF300236
1201015	TF300237
698176	TF300238
1158505	TF300241
1160937	TF300246
1029418	TF300250
1010052	TF300251
707923	TF300252
1206905	TF300253
1179046	TF300254
1157608	TF300256
1230490	TF300257
738849	TF300258
1085374	TF300259
747513	TF300260
716384	TF300262
1130567	TF300263
473850	TF300264
585201	TF300265
720918	TF300267
1055202	TF300271
936793	TF300272
1080449	TF300273
1111201	TF300274
1203067	TF300275
1137416	TF300278
1165728	TF300279
682721	TF300280
996381	TF300281
708931	TF300282
1163216	TF300284
1301342	TF300286
597223	TF300288
1254996	TF300289
742113	TF300290
646658	TF300292
1166348	TF300294
987598	TF300295
824785	TF300296
375382	TF300299
1049493	TF300302
286805	TF300304
857086	TF300305
711666	TF300306
712667	TF300308
528594	TF300309
645370	TF300313
387730	TF300316
1016156	TF300317
647463	TF300318
661423	TF300320
809862	TF300321
758838	TF300324
352816	TF300330
365021	TF300331
402864	TF300332
946908	TF300333
1181626	TF300335
613065	TF300337
999822	TF300340
847444	TF300341
953120	TF300342
785915	TF300344
304489	TF300346
592590	TF300348
640012	TF300350
928378	TF300351
887620	TF300354
700665	TF300355
754739	TF300359
1240068	TF300361
472942	TF300362
415018	TF300364
805369	TF300365
698764	TF300367
801424	TF300370
756858	TF300371
371271	TF300378
645208	TF300379
901387	TF300380
873863	TF300381
1069095	TF300382
591874	TF300384
834502	TF300386
946320	TF300388
418647	TF300390
404206	TF300391
464442	TF300393
767813	TF300394
809744	TF300398
946222	TF300400
922089	TF300402
1095602	TF300406
914169	TF300407
472487	TF300411
763286	TF300414
377126	TF300415
619206	TF300416
840075	TF300417
728218	TF300420
299771	TF300423
901693	TF300424
833046	TF300426
877948	TF300427
568804	TF300428
353128	TF300429
845585	TF300430
488569	TF300432
939558	TF300435
811149	TF300436
1054600	TF300437
475437	TF300439
832710	TF300440
735699	TF300441
665473	TF300442
803822	TF300446
1282405	TF300448
597400	TF300449
917989	TF300451
601450	TF300452
263540	TF300455
903427	TF300457
317629	TF300458
666403	TF300459
597754	TF300460
890714	TF300463
713096	TF300464
611345	TF300465
629802	TF300466
811383	TF300467
989384	TF300469
754473	TF300471
905467	TF300473
651951	TF300475
756066	TF300477
1037148	TF300478
988726	TF300479
807974	TF300481
587011	TF300483
654019	TF300486
1094322	TF300487
884292	TF300488
660329	TF300489
1015155	TF300490
569926	TF300491
921489	TF300493
853414	TF300499
743328	TF300506
1341784	TF300509
812085	TF300510
541052	TF300511
966329	TF300515
517245	TF300518
685878	TF300519
998892	TF300520
699789	TF300522
978260	TF300523
1105965	TF300525
913159	TF300526
1114621	TF300527
1112113	TF300529
904855	TF300535
399623	TF300537
711235	TF300540
730442	TF300542
936496	TF300543
1331650	TF300544
916088	TF300546
372746	TF300549
1303137	TF300551
582108	TF300552
996753	TF300554
620562	TF300555
839187	TF300560
833158	TF300565
764196	TF300566
799143	TF300567
1071111	TF300572
851902	TF300574
758706	TF300575
666712	TF300576
827065	TF300578
813489	TF300584
875018	TF300585
482385	TF300586
638708	TF300589
721623	TF300590
800104	TF300593
856654	TF300597
960953	TF300598
797449	TF300600
885332	TF300601
785171	TF300603
896276	TF300606
492291	TF300608
1031465	TF300609
873233	TF300610
684228	TF300611
654178	TF300612
783421	TF300615
779152	TF300616
628968	TF300618
965369	TF300620
627298	TF300622
677423	TF300623
524080	TF300624
914674	TF300625
967481	TF300626
770638	TF300627
674535	TF300630
604073	TF300633
705174	TF300634
900265	TF300635
990512	TF300636
773447	TF300639
775098	TF300641
669638	TF300644
938674	TF300647
1248153	TF300648
534262	TF300650
490102	TF300651
674839	TF300652
831585	TF300655
1040228	TF300656
663607	TF300659
1010144	TF300665
783671	TF300666
1205527	TF300667
958552	TF300668
508853	TF300669
935704	TF300670
970937	TF300671
416577	TF300672
560487	TF300674
945242	TF300677
867327	TF300678
474985	TF300680
911947	TF300682
765362	TF300685
1200529	TF300686
821471	TF300688
1041372	TF300689
585020	TF300692
627632	TF300693
599518	TF300695
955836	TF300697
1132273	TF300698
662203	TF300701
867433	TF300702
985248	TF300703
1004072	TF300705
699643	TF300706
960089	TF300707
609797	TF300711
437512	TF300714
868811	TF300718
725978	TF300720
791845	TF300722
714526	TF300724
961337	TF300725
1008396	TF300732
994614	TF300736
573463	TF300737
885540	TF300739
370976	TF300740
633778	TF300742
330903	TF300743
965177	TF300744
707635	TF300745
713382	TF300747
793802	TF300748
977785	TF300749
903325	TF300750
769870	TF300754
946516	TF300755
786411	TF300756
913361	TF300757
574573	TF300758
1246516	TF300759
349992	TF300760
904243	TF300762
737480	TF300763
891332	TF300765
807502	TF300766
889581	TF300772
1153110	TF300773
802144	TF300774
766910	TF300777
1000845	TF300780
855358	TF300782
816279	TF300783
816047	TF300784
609969	TF300785
868493	TF300786
480829	TF300788
262742	TF300789
695089	TF300791
858160	TF300793
819286	TF300795
1105654	TF300797
891435	TF300798
558572	TF300802
529206	TF300803
396075	TF300805
407135	TF300806
399351	TF300807
574758	TF300810
748591	TF300811
643102	TF300814
894010	TF300815
847771	TF300817
655289	TF300820
872708	TF300821
550269	TF300822
