Page_Name	Entrez_ID
CALU_%28gene%29	813
CBFA2T2	9139
CD23	2208
CCDC53	51019
C2orf3	6936
CD49b	3673
CD81	975
CD49a	3672
CACNG1	786
CCR10	2826
CCR9	10803
C5orf42	65250
CCR5	1234
C20orf27	54976
CD2	914
CBX1	10951
Cathepsin_W	1521
CD19	930
C-fos_induced_growth_factor	2277
BSCL2	26580
C20orf3	57136
Butyrophilin%2C_subfamily_2%2C_member_A2	10385
CD83	9308
Bruton%27s_tyrosine_kinase	695
Carbonic_anhydrase_9	768
C-C_chemokine_receptor_type_7	1236
CCT5_%28gene%29	22948
CD226	10666
BTG4	54766
C11orf73	51501
C2orf30	27248
CAMKK2	10645
C9orf58	83543
Carboxylesterase_1	1066
CD200	4345
CD302	9936
CASZ1	54897
C5orf3	10827
BRWD1	54014
C9orf78	51759
C3orf15	89876
Carboxypeptidase_E	1363
Caspase_6	839
CCAAT/enhancer_binding_protein_zeta	10153
CD2BP2	10421
Butyrophilin%2C_subfamily_3%2C_member_A1	11119
Cannabinoid_receptor_type_1	1268
CD320	51293
CD1D	912
Cathepsin_F	8722
CA-125	94025
CCR3_%28gene%29	1232
C7orf20	51608
Caveolin_3	859
C13orf24	10464
CCL9	20308
CCDC3	83643
CAB39	51719
Cathepsin_K	1513
CD53	963
C16orf42	115939
CD14	929
Carnitine_palmitoyltransferase_II	1376
CCAR1	55749
CCNL2	81669
C1D	10438
CALML5	51806
Cathepsin_L2	1515
CBR1	873
CCR8_%28gene%29	1237
C1QA	712
CD200R1	131450
CD48	962
CALM2	805
C19orf62	29086
C2orf18	54978
C20orf54	113278
CCDC88A	55704
C14orf1	11161
C1orf164	55182
C4A	720
CAPZB	832
CD180	4064
BUB1	699
CCDC50	152137
CARHSP1	23589
CACYBP	27101
C3orf23	285343
CABYR	26256
Calsenilin	30818
CA14	23632
CBARA1	10367
Caldesmon	800
Butyrophilin%2C_subfamily_1%2C_member_A1	696
CA1_%28gene%29	759
BTBD1	53339
CACNA2D2	9254
CAMKK1	84254
CatSper3	347732
CAMP_responsive_element_modulator	1390
CARD8	22900
CD2AP	23607
C7orf16	10842
CCL19	6363
CCHCR1	54535
CD278	29851
C21orf33	8209
CCL20	6364
BRSK2	9024
CBR3	874
BST1	683
C-jun	3725
CCS_%28gene%29	9973
BRP44	25874
CD79B	974
CCBP2	1238
CABC1	56997
C14orf32	93487
C7orf11	136647
C21orf66	94104
CLDN15	24146
Cell_division_cycle_7-related_protein_kinase	8317
CHRNA6	8973
CKMT2	1160
CEP72	55722
CKLF_%28gene%29	51192
CLIP1	6249
CETN2	1069
CNOT2	4848
CLN6	54982
CDC40	51362
CIB1	10519
CHST1	8534
CFDP1	10428
CDC25B	994
CENTD2	116985
CEP55	55165
COL4A6	1288
CEP350	9857
CDKL2	8999
COG8	84342
CHRNB1	1140
CDH12	1010
CIP29	84324
Complement_factor_B	629
CLINT1	9685
CDC42EP2	10435
CDK5R2	8941
CHSY1	22856
CHST12	55501
Collagen%2C_type_XVIII%2C_alpha_1	80781
CDON	50937
Collagen%2C_type_XIX%2C_alpha_1	1310
CENPA	1058
CLIC5	53405
Chorionic_gonadotropin_alpha	1081
CDC27	996
Collagen%2C_type_XV%2C_alpha_1	1306
Cortistatin_%28neuropeptide%29	1325
CENPK	64105
COX4I2	84701
CFL2_%28gene%29	1073
Concentrative_nucleoside_transporter_1	9154
COL9A2	1298
CHMP4B	128866
CEP135	9662
CENTB2	23527
CELA2B	51032
CEBPB	1051
COPS7A	50813
COL11A2_%28gene%29	1302
CORO1A	11151
CD8A	925
CENPF	1063
CLEC16A	23274
CLCC1	23155
CD9	928
CENPM	79019
CDKN3	1033
CDH8	1006
CLDN3	1365
Collagen%2C_type_XIII%2C_alpha_1	1305
CDH9	1007
CLASP2	23122
CIDEA	1149
COX7A1	1346
CHKB_%28gene%29	1120
CHAF1B	8208
Corticosteroid_11-beta-dehydrogenase_isozyme_2	3291
Collagen%2C_type_III%2C_alpha_1	1281
COPB2	9276
CELSR2	1952
CENPJ	55835
CLDN5	7122
Complement_component_3	718
CNTN1	1272
CD99L2	83692
COL9A3	1299
COPS6	10980
COCH	1690
CEP192	55125
CENPI	2491
Colipase	1208
COX7A2	1347
CDH15	1013
COASY	80347
CLC_%28gene%29	1178
CDC14A	8556
COG7	91949
CHODL	140578
CLEC2D	29121
CLUAP1	23059
CHMP4C	92421
COQ7	10229
CDC5L	988
CLEC5A	23601
Corticotropin_releasing_hormone_receptor_1	1394
Complement_component_5	727
CLEC2B	9976
Common_gamma_chain	3561
CNO_%28gene%29	55330
CLK1	1195
CENTD3	64411
CDC123	8872
Collagen%2C_type_XXVII%2C_alpha_1	85301
Chromogranin_A	1113
CDC2L5	8621
CLDN2	9075
CEACAM3	1084
CLOCK	9575
CHD4	1108
CHP_%28gene%29	11261
CLEC3B	7123
Coagulation_factor_XIII%2C_A1_polypeptide	2162
Complement_factor_I	3426
CIAO1	9391
Collagen%2C_type_IV%2C_alpha_1	1282
CDCA7	83879
CDKL5	6792
CLRN1-AS1	116933
CDC20	991
COPS7B	64708
Concentrative_nucleoside_transporter_2	9153
COBLL1	22837
CHRNB3	1142
CHRNA5	1138
CLEC1B	51266
CLDN9	9080
CELA3A	10136
CDIPT	10423
CDC42	998
CIZ1	25792
CHD2	1106
CIC_%28gene%29	23152
Collagen%2C_type_X%2C_alpha_1	1300
CKS1B	1163
COX6B1	1340
COMMD9	29099
CEACAM8	1088
CNOT3	4849
COL28A1	340267
CDC2L1	984
COPG2	26958
CENTG2	116987
CNOT8	9337
CIRBP	1153
CDH3_%28gene%29	1001
CLCN4	1183
CEP164	22897
CEP70	80321
CNTROB	116840
COQ4	51117
COX15	1355
Centromere_protein_E	1062
COP1	114769
CLN8	2055
CELSR3	1951
CLEC7A	64581
Collagen%2C_type_VI%2C_alpha_1	1291
Cholecystokinin_A_receptor	886
COX10	1352
CHKA	1119
COX6A1	1337
CITED2	10370
CDX1	1044
CGB2_%28gene%29	114336
CEBPE	1053
CHD1L	9557
CHRNB2	1141
CENPN	55839
COMMD1	150684
CEBPG	1054
ChGn	55790
CDH4	1002
Collagen%2C_type_V%2C_alpha_1	1289
CLEC12A	160364
CECR1	51816
Cholinergic_receptor%2C_nicotinic%2C_alpha_1	1134
Corticotropin_releasing_hormone_receptor_2	1395
Complement_component_2	717
CLCN2	1181
CD99	4267
CDC25C	995
COL1A2	1278
CDC42EP4	23580
CORO2A	7464
CLDN17	26285
Chloride_potassium_symporter_5	57468
CDCA5	113130
CEBPA	1050
CLIC6	54102
CDC23	8697
COPB1	1315
CLTC	1213
CDR1_%28gene%29	1038
CD86	942
CLIC3	9022
CLIC4	25932
CERK	64781
CLASP1	23332
COX4I1	1327
CFHR5	81494
CDH10	1008
CFHR2	3080
CDS2	8760
CHRNA9	55584
CHI3L1	1116
COPE_%28gene%29	11316
Cell_adhesion_molecule_1	23705
Ceruloplasmin	1356
CNBP	7555
CNTNAP4	85445
COG1	9382
CLDN14	23562
CENTG1	116986
CDC16	8881
CHRFAM7A	89832
CFHR3	10878
CORO1C	23603
CENTA2	55803
CHRNB4	1143
CFLAR	8837
CMAS_%28gene%29	55907
CHRNA3	1136
CNIH	10175
CDC2L2	728642
CEACAM5	1048
CHRNA7	1139
CEP170	9859
COX5B	1329
CHST11	50515
CHST2	9435
CEP68	23177
CLDND1	56650
CEACAM7	1087
CEACAM1	634
CLSPN	63967
CDCA8	55143
CLCA3	9629
Collagen%2C_type_XIV%2C_alpha_1	7373
CHUK	1147
Chemerin	5919
COG4	25839
CLEC1A	51267
CDKN1B	1027
COL5A2	1290
Complement_receptor_1	1378
CDH23	64072
CDH2	1000
COL6A2	1292
CLCN6	1185
CLDN22	53842
CHML_%28gene%29	1122
Centromere_protein_B	1059
CHRNA2	1135
CHRND	1144
CNOT1	23019
CNTN3	5067
CMTM2	146225
Cholecystokinin	885
CGB7	94027
Collagen%2C_type_XI%2C_alpha_1	1301
Constitutive_androstane_receptor	9970
Coiled-Coil_Domain_Containing_Protein_%E2%80%93_25	55246
CIRH1A	84916
CDH11	1009
CHD9	80205
CNKSR2	22866
CNTRL	11064
Colony_stimulating_factor_1_receptor	1436
CIAPIN1	57019
CHMP2A	27243
CHTF18	63922
CNTN2	6900
CHMP4A	29082
CDC42EP1	11135
CLSTN1	22883
CLCF1	23529
Cofactor_of_BRCA1	25920
CELA3B	23436
CORIN	10699
CLRN1	7401
Collagen%2C_type_XXV%2C_alpha_1	84570
CLIC2	1193
Complement_component_4B	721
CDK5RAP2	55755
CD90	7070
COG5	10466
CHRNG	1146
CEP250	11190
CDCA3	83461
CDC45-related_protein	8318
CISH	1154
COPS8	10920
CNTNAP2	26047
COQ9	57017
CHAF1A	10036
Coilin	8161
CHRNE	1145
CLNS1B	1204
CILP	8483
Cholesterylester_transfer_protein	1071
CDC34	997
CDKN2D	1032
Choline_acetyltransferase	1103
CLPP	8192
COL4A3BP	10087
CHD5	26038
COPZ1	22818
CLDN11	5010
CIT_%28gene%29	11113
CDKN2C	1031
COPA_%28gene%29	1314
CLEC4M	10332
COL4A5	1287
COP9_constitutive_photomorphogenic_homolog_subunit_5	10987
COL8A2	1296
CDC25A	993
CLCN1	1180
CLCN5	1184
CLEC11A	6320
Cortactin	2017
COL5A3	50509
CIITA	4261
CHPF	79586
CLDN12	9069
CLDN8	9073
CLDN16	10686
Chymotrypsin-C	11330
CDCA7L	55536
COX17	10063
CFHR1	3078
Corticotropin-releasing_hormone	1392
CHMP1B	57132
COX6C	1345
COPG	22820
CENPL	91687
Collagen%2C_type_XII%2C_alpha_1	1303
CITED1	4435
CNGB1	1258
CEP120	153241
CKAP5	9793
Cleft_lip_and_palate_transmembrane_protein_1	1209
CEP57	9702
CENTG3	116988
COG3	83548
Collagen%2C_type_I%2C_alpha_1	1277
COG2	22796
CENTD1	116984
Cingulin	57530
CFHR4	10877
Clusterin	1191
Collagen_alpha-3%28IV%29_chain	1285
CDH16	1014
CEP290	80184
CDCP1	64866
CKAP2	26586
CLCN7	1186
CHRNA4	1137
COL4A2	1284
CEP63	80254
CENTB1	9744
CEACAM6	4680
CHMP5	51510
Cofilin_1	1072
CHMP2B	25978
CNOT6	57472
CNOT7	29883
CNKSR1	10256
CDK5R1	8851
CLN3	1201
CETN1	1068
CHD1	1105
CLCA4	22802
Collagen%2C_type_VII%2C_alpha_1	1294
CHMP6	79643
CHST6	4166
CHD8	57680
CEP78	84131
CLDN18	51208
COP9_signalosome_complex_subunit_3	8533
Cholecystokinin_B_receptor	887
CDK2AP1	8099
CHFR	55743
CLDN7	1366
CLCNKA	1187
CLK3_%28gene%29	1198
Chorionic_gonadotropin_beta	1082
Chimerin_2	1124
COTL1	23406
Collagen%2C_type_VIII%2C_alpha_1	1295
CDC37	11140
CLPTM1L	81037
CLPB	81570
CHST5	23563
CELA2A	63036
COL6A3	1293
CLK2	1196
CKMT1B	1159
Complement_component_6	729
CNIH4	29097
CHST7	56548
Chloride_potassium_symporter_4	6560
COL4A4	1286
CDC14B	8555
COQ2	27235
CHST10	9486
CELA1	1990
Cerberus_%28protein%29	9350
CDK5RAP3	80279
CLEC10A	10462
COPS2	9318
CNDP1	84735
CMA1	1215
CLDN1	9076
CLN5	1203
CLDN4	1364
Collagen%2C_type_XVI%2C_alpha_1	1307
CHST4	10164
CLIP2	7461
COLQ	8292
COUP-TFII	7026
CGMP-specific_phosphodiesterase_type_5	8654
CDK5RAP1	51654
CMAH	8418
Complement_receptor_2	1380
CHD3	1107
CGB1	114335
Coagulation_factor_II_receptor	2149
COPS4	51138
CDH1_%28gene%29	999
CENPC1	1060
Centaurin%2C_alpha_1	11033
CEP97	79598
CDH6	1004
CENPH	64946
CDC73	79577
Coproporphyrinogen_III_oxidase	1371
CDX2	1045
Cereblon	51185
CLNS1A	1207
CMPK	51727
CENPO	79172
CD84	8832
CDC6	990
CHMP1A	5119
CD97	976
CDC42EP3	10602
CLCA2	9635
CHEK2	11200
Collagen%2C_type_XVII%2C_alpha_1	1308
CKS2	1164
CEBPD	1052
CHST14	113189
CIR_%28gene%29	9541
Corneodesmosin	1041
CMKLR1	1240
CDS1_%28gene%29	1040
CEP76	79959
CLDN6	9074
CLDN19	149461
CGGBP1	8545
CDKN2BAS	100048912
CD93	22918
COMMD4	54939
CHL1	10752
CKM_%28gene%29	1158
CNTN4	152330
CEP152	22995
Collagen%2C_type_IX%2C_alpha_1	1297
CENPT	80152
CKAP4	10970
CHD7	55636
Cholesterol_side-chain_cleavage_enzyme	1583
CLIC1	1192
Ciliary_neurotrophic_factor	1270
CDY1	9085
CLCNKB	1188
CLCA1	1179
CLEC4A	50856
CLDN10	9071
CLDN20	49861
CELSR1	9620
CETN3	1070
CDKN2B	1030
CDH17	1015
Cholesterol_7_alpha-hydroxylase	1581
CDR2_%28gene%29	1039
COUP-TFI	7025
CDC42BPA	8476
CHRNA10	57053
CLCN3	1182
CHEK1	1111
CPA3	1359
Cystathionine_beta_synthase	875
CTDP1	9150
DDOST	1650
DHDDS	79947
DDT_%28gene%29	1652
CREB-binding_protein	1387
CPLX1	10815
CPVL	54504
DDO_%28gene%29	8528
Cytochrome_P450_reductase	5447
CYP4B1	1580
Cyclin_O	10309
Cyclin_T2	905
DNA_damage-inducible_transcript_3	1649
CSPG5	10675
Cyclin-dependent_kinase_1	983
CPSF6	11052
CRADD	8738
CST1	1469
CX3CL1	6376
DEC1	50514
DDB2	1643
DEFB129	140881
CPNE4	131034
CSTF2	1478
DAZ3	57054
CYP4Z1	199974
CRTC3	64784
CUGBP1	10658
DDX46	9879
Cyclic_nucleotide-gated_channel_alpha_3	1261
DMP1_%28gene%29	1758
CUL4B	8450
CYP26B1	56603
CRYGA	1418
CPN1	1369
DEFA4	1669
Cystatin_B	1476
CSRP2	1466
CXCL15	20309
Decorin	1634
Dihydrolipoamide_dehydrogenase	1738
Derlin-2	51009
DGCR5_%28gene%29	26220
DCAF17	80067
CXXC1	30827
CYP2C8	1558
DEFB126	81623
CRIM1	51232
DLX3	1747
DBC1	1620
Cyclic_nucleotide-gated_channel_alpha_2	1260
DLGAP2	9228
Cyclin_D2	894
DDX52	11056
DMRT1	1761
DIS3L	115752
CYP2R1	120227
Cytochrome_b-245%2C_alpha_polypeptide	1535
DIO2	1734
DGKZ	8525
CRX_%28gene%29	1406
Cystatin_C	1471
COX7B	1349
DLX5	1749
CTRL_%28gene%29	1506
CYP1B1	1545
CRISP1	167
DDX10	1662
CREB5	9586
Cyclin_T1	904
Derlin-1	79139
DENND1A	57706
CUGBP2	10659
CYP2E1	1571
DISC2_%28gene%29	27184
CTCFL	140690
CST11	140880
CYP2S1	29785
CYP2A13	1553
DCLK1	9201
DEFB119	245932
CTNNAL1	8727
CYP39A1	51302
CRYZ	1429
Cyclin_A2	890
DCTN3	11258
DHRS2	10202
Delta-like_1	28514
Cystic_fibrosis_transmembrane_conductance_regulator	1080
DCLRE1C	64421
CRSP3	9439
CSDE1	7812
DHRS4	10901
CXCL9	4283
Cryptochrome	1407
CRB1	23418
Deoxyribonuclease_I	1773
DBX1	120237
CSNK2B	1460
CYP7B1	9420
CYP2U1	113612
CPLX2	10814
CYR61	3491
CYB5R2	51700
Cyclin-dependent_kinase_10	8558
CYB5R3	1727
CUL5	8065
CRYBB1	1414
CTPS2	56474
DMT1	4891
Crystallin%2C_beta_A1	1411
DAB2IP	153090
CRYGS	1427
CYP3A	1574
DAOA-AS1	282706
DAPP1	27071
DEFB104A	140596
CYP20A1	57404
CYP26C1	340665
DHX36	170506
Crystallin%2C_gamma_D	1421
Defensin%2C_alpha_1	1667
DLG4	1742
Cyclin_H	902
Derlin-3	91319
CST8_%28gene%29	10047
Dihydrofolate_reductase	1719
DDEF1	50807
DGCR6	8214
CPA5	93979
Cystatin_A	1475
CTNNBIP1	56998
CUTL1	1523
Desmoglein_1	1828
DDR1	780
DHX32	55760
CTLA-4	1493
Delta_Opioid_receptor	4985
CSRP3	8048
CPSF4	10898
DAX1	190
Dihydrolipoyl_transacetylase	1737
DAPK2	23604
CYBB	1536
Decay-accelerating_factor	1604
CYP1A2	1544
CXCR7	57007
DBR1	51163
Cyclin-dependent_kinase_9	1025
DICER1	23405
DGCR14	8220
CPSF3	51692
CUL7	9820
DCTN5	84516
CX3CR1	1524
DGCR8_%28gene%29	54487
CYP17A1	1586
DEFA6	1671
CSN1S1	1446
CUTC_%28gene%29	51076
DKFZP564O0823	25849
Cyclin_E1	898
DGKD	8527
DEFB105A	245908
CXCL7	5473
Cyclin_D3	896
CXCR3	2833
DBX2	440097
DHRSX	207063
DLX4	1748
CYP4F3	4051
DMC1_%28gene%29	11144
Cyclin-dependent_kinase_8	1024
CSTF2T	23283
DGKB	1607
CTAGE5	4253
DLG1	1739
CRIPT	9419
DEK_%28gene%29	7913
CPD_%28gene%29	1362
DMBT1	1755
DAP_%28gene%29	1611
DHX57	90957
CTAG1B	1485
DDB1	1642
CYP3A5	1577
DDX39	10212
DLG2	1740
CRLF1	9244
Cyclin-dependent_kinase_2	1017
DIS3	22894
DLL4	54567
DLL3	10683
CRYGB	1419
DDX11	1663
CYP2F1	1572
Cyclin-dependent_kinase_4	1019
Cyclin-dependent_kinase_6	1021
CPZ_%28gene%29	8532
CTF8	54921
COX7C	1350
CUL1	8454
DDX3X	1654
DEFB118	117285
CST2	1470
DDX42	11325
Dermatopontin	1805
CRB3	92359
CXCL5	6374
CST5	1473
CREG1	8804
CYP4V2	285440
DENND4A	10260
DCP1A	55802
DKK3	27122
Dermcidin	117159
CRYZL1	9946
CSPG4	1464
CSDA_%28genetics%29	8531
DAPK3	1613
DLG3	1741
DAB1	1600
CYC1	1537
CSTL1	128817
CYP8B1	1582
CYB561	1534
CRELD1	78987
CRIP2	1397
DIXDC1	85458
CREB3	10488
CSRP2BP	57325
DMTF1	9988
Dentin_sialophosphoprotein_%28gene%29	1834
CPEB1	64506
CYP26A1	1592
CRKL	1399
CTBP2	1488
DAP3	7818
DCBLD2	131566
DIAPH2	1730
CXCR6	10663
DHX58	79132
CYP2W1	54905
CYP2A7	1549
DECR2	26063
CSNK1E	1454
CSNK1D	1453
DCTN2	10540
DIDO1	11083
CYP4F22	126410
Cysteinyl_leukotriene_receptor_1	10800
CRYBA4	1413
Developmental_pluripotency_associated_2	151871
DGKG	1608
CRISPLD2	83716
CRYBB3	1417
DFNA5	1687
CREBL1	1388
CREB1	1385
DAK_%28gene%29	26007
CYP27C1	339761
CPSF3L	54973
CRKRS	51755
DAZ_associated_protein_1	26528
DAZ1	1617
Cytochrome_P450%2C_family_1%2C_member_A1	1543
Defensin%2C_beta_1	1672
CSN2	1447
Deleted_in_Colorectal_Cancer	1630
Desmoglein_3	1830
CTDSP2	10106
CRISP2	7180
DBT_%28gene%29	1629
DDIT4	54541
DLG2-AS1	100302690
DGKA	1606
DDX59	83479
DISC1	27185
DDX58	23586
CST9L	128821
DEFB127	140850
Cystinyl_aminopeptidase	4012
CTGF	1490
DLK1	8788
DLEU1_%28gene%29	10301
Cytochrome_b5%2C_type_A	1528
DDX31	64794
DAZ2	57055
CPN2	1370
DAZL	1618
CTNNBL1	56259
DCP1B	196513
Diazepam_binding_inhibitor	1622
CTBS	1486
CST6_%28gene%29	1474
CRHBP	1393
Death-associated_protein_6	1616
CRELD2	79174
Cyclin_B2	9133
CXCR4	7852
DCUN1D4	23142
CYP2D6	1565
DEF6	50619
Cyclic_nucleotide-gated_channel_alpha_1	1259
DDX17	10521
DHRS3	9249
CTTNBP2	83992
Cyclin_A1	8900
CSNK2A2	1459
Desmoplakin	1832
DCTN1	1639
CXorf36	79742
CTNND1	1500
CROT_%28gene%29	54677
Cyclin_B1	891
DHPS	1725
DDEF2	8853
DDX23	9416
CRK_%28gene%29	1398
DDX3Y	8653
DEFA5	1670
CPNE6	9362
CXCL13	10563
CTDSP1	58190
CRYAA	1409
Cripto	653275
DC-SIGN	30835
DCHS1	8642
DCHS2	54798
DDX1	1653
CPXM1	56265
DDX6	1656
Cytidine_deaminase	978
DARS_%28gene%29	1615
CYFIP1	23191
CTTNBP2NL	55917
CYP3A4	1576
CRTC1	23373
CRYBB2	1415
CYP46A1	10858
CXCL11	6373
CRISP3	10321
CYFIP2	26999
CYYR1	116159
CYB5R1	51706
DHRS1	115817
DHX15	1665
DBNDD2	55861
CTP_synthase_1	1503
CYP2C9	1559
CRYGC	1420
CPSF2	53981
DAPK1	1612
DHX38	9785
DDX19B	11269
DDX24	57062
Cytochrome_c	54205
Dipeptidyl_peptidase-4	1803
CYP4F2	8529
DFFA	1676
Cyclin-dependent_kinase_5	1020
CST7_%28gene%29	8530
CXXC5	51523
CWC15	51503
DMAP1	55929
CYLD_%28gene%29	1540
CYP2J2	1573
Cyclic_nucleotide-gated_channel_alpha_4	1262
DFNB31	25861
CPNE1	8904
Dipeptidase_1	1800
CYP4F11	57834
CYP4A22	284541
CPSF1	29894
DBP_%28gene%29	1628
DAB2	1601
CPM_%28gene%29	1368
CYP4X1	260293
CUL4A	8451
Desert_hedgehog_protein	50846
DLX6	1750
CTDSPL	10217
CYP3A43	64816
Cyclin-dependent_kinase_7	1022
DBF4	10926
CRAT_%28gene%29	1384
CROCC	9696
CYP2A6	1548
DLG5	9231
Cyclin_K	8812
CTA-126B4.3	27341
Cyclin-dependent_kinase_inhibitor_1C	1028
CSMD2	114784
CXCR5	643
CST4	1472
CSMD1	64478
DDX21	9188
DDX27	55661
DEFB106A	245909
DCLRE1B	64858
DHRS9	10170
DCLRE1A	9937
CTBP1	1487
DGUOK	1716
DHX16	8449
CPNE8	144402
Cytoglobin	114757
Desmoglein_2	1829
DDX47	51202
DAD1	1603
CYP2A	1546
CSN3_%28gene%29	1448
CXCL10	3627
DDX5	1655
DEFB103A	55894
DEFA3	1668
CSDC2	27254
CTR9	9646
Cysteinyl_leukotriene_receptor_2	57105
DLEU2	8847
DIAPH1	1729
CXCL1	2919
CRTC2	200186
DLGAP5	9787
DFFB	1677
DCC1	79075
COX7A2L	9167
Cyclic_nucleotide_gated_channel_beta_3	54714
CUL2	8453
CYP4A11	1579
DCUN1D1	54165
CRLF2	64109
DDX43	55510
CYP4F8	11283
CRABP1	1381
CSRP1	1465
DLST	1743
DDX41	51428
CRMP1	1400
CYP24A1	1591
DGKQ	1609
CPA4_%28gene%29	51200
CYP2B6	1555
CUZD1	50624
CYB5R4	51167
D2HGDH	728294
DIP2A	23181
CTNS_%28gene%29	1497
CTCF	10664
CYP27A1	1593
DDX20	11218
DAAM1	23002
Diablo_homolog	56616
Discoidin_domain-containing_receptor_2	4921
CYP2C19	1557
DDX56	54606
DACH1	1602
DDX50	79009
DLGAP4	22839
CYP2C18	1562
CRYM	1428
CRIP1	1396
CRYAB	1410
DBN1	1627
CYP4F12	66002
Cyclin_D1	595
Cyclin-dependent_kinase_3	1018
DEDD	9191
DLGAP1	9229
Cubilin	8029
Deoxycytidine_kinase	1633
CUL3	8452
DLX2	1746
DCPS_%28gene%29	28960
DCP2	167227
DKK1	22943
DEPDC6	64798
CROP_%28gene%29	51747
DCDC2_%28gene%29	51473
Coxsackie_virus_and_adenovirus_receptor	1525
CSTF1	1477
CRABP2	1382
DEFA1B	728358
CSTF3	1479
Desmin	1674
DMWD_%28gene%29	1762
DLC1	10395
DKK2	27123
CRLF3	51379
DAZAP2	9802
CXorf40A	91966
DGCR2	9993
E2F1	1869
DNAJC11	55735
DVL3	1857
DYNC1LI1	51143
DTL_%28gene%29	51514
DYNLL2	140735
DYRK2	8445
DNAJC19	131118
EPRS	2058
EIF4B	1975
EFEMP2	30008
Epidermal_growth_factor	1950
EEF2	1938
EIF4E2	9470
EMID2	136227
Endothelin_receptor_type_B	1910
ELK1	2002
DPP6	1804
EFNA4	1945
EIF3B	8662
Dual_oxidase_1	53905
DNM1L	10059
ESF1	51575
ECM1	1893
ERBB3	2065
DUX4	100289581
DNAL4	10126
Dopamine_transporter	6531
Epoxide_hydrolase_2	2053
DNAL1	83544
DYNLL1	8655
EIF3D	8664
Estrogen_receptor_alpha	2099
EAF2	55840
EPR1	8475
Dock8	81704
EIF2B3	8891
EMR1	2015
EFNA2	1943
ELL_%28gene%29	8178
Dopamine_receptor_D1	1812
EBF1	1879
ERF_%28gene%29	2077
EPH_receptor_A2	1969
ENTPD3	956
DNMT3B	1789
DYNC2H1	79659
EHD1	10938
EXOC3L	283849
ERC2_%28gene%29	26059
EFNB2	1948
DNASE1L1	1774
EGR3	1960
DSC3	1825
DYRK3	8444
Espin_%28protein%29	83715
ELK4	2005
Epiplakin_1	83481
DYX1	1867
ENTPD6	955
DPYS	1807
DPM1	8813
DYNC1I1	1780
Estrogen-related_receptor_alpha	2101
EPN2	22905
EPB49	2039
ERBB4	2066
Endothelin_1	1906
EPN1	29924
ERVK6	64006
EPB41L2	2037
EP4_receptor	5734
Equilibrative_nucleoside_transporter_1	2030
ERLIN2	11160
EGR1	1958
EIF2B2	8892
DNA_replication_factor_CDT1	81620
DSN1	79980
ETV6	2120
DTWD1	56986
DNER	92737
ETHE1	23474
DNAI2	64446
Endothelin_receptor_type_A	1909
Dystrophin	1756
ERMAP	114625
Erbin_%28protein%29	55914
EIF5A2	56648
EIF2AK1	27102
DUSP7	1849
DSCR1	1827
EEF1B2	1933
ELOVL4	6785
ELAVL3	1995
Dock7	85440
EIF2A	83939
ENTPD5	957
ELMO1	9844
Ephrin-A5	1946
Excitatory_amino-acid_transporter_5	6512
Excitatory_amino-acid_transporter_4	6511
ERCC5	2073
ETV4	2118
EIF3A	8661
ELOVL5	60481
EDC3	80153
EI24	9538
EHMT2	10919
Emerin	2010
EIF3I	8668
DNAH5	1767
DYNC1I2	1781
EVI2B	2124
DPYD	1806
E2F2	1870
EFHC1	114327
Endothelin_3	1908
EIF1B	10289
DUSP16	80824
ESAM_%28gene%29	90952
EIF4A2	1974
EPC1	80314
DRG1	4733
ELF4	2000
EP300	2033
DOPEY2	9980
ERCC4	2072
E2F7	144455
ETFB	2109
DYNLRB1	83658
DPYSL3	1809
ETS2	2114
EEF1G	1937
ERP44	23071
DTYMK	1841
EPB41L1	2036
DPP3	10072
EPHA6	285220
EEF2K	29904
Exosome_component_1	51013
EP400	57634
DNA-PKcs	5591
ENOX2	10495
EIF2B5	8893
Drebrin-like	28988
DNA_repair_and_recombination_protein_RAD54-like	8438
EPHX1	2052
ERN1	2081
Dock2	1794
DNAJB6	10049
ECHS1	1892
EMILIN1	11117
Dock3	1795
ENAM	10117
DNMT3L	29947
EIF5	1983
Dystroglycan	1605
DUSP22	56940
EIF5B	9669
Doublecortin	1641
DRG2	1819
Envoplakin	2125
EIF2S2	8894
Epiregulin	2069
EIF3H	8667
Dyskerin	1736
DPP7	29952
ELAVL2	1993
ELF2	1998
ENPP7	339221
EPH_receptor_B4	2050
DNAJB11	51726
EMCN	51705
DPPA3	359787
Endoglin	2022
Endothelial_NOS	4846
EXOC5	10640
Exosome_component_10	5394
EDA_%28gene%29	1896
ECEL1	9427
EPB41	2035
Dock6	57572
DNAJC1	64215
EIF4A3	9775
DPF2	5977
DOK5	55816
Dystonin	667
EME1	146956
DNAJC13	23317
Dopamine_receptor_D2	1813
EGLN1	54583
EPB41L3	23136
EPHB6	2051
DVL2	1856
Dolichol_kinase	22845
ECOP	81552
EPH_receptor_A1	2041
EIF2AK3	9451
Dual_oxidase_2	50506
ERV3	2086
ERGIC2	51290
EIF2B4	8890
EIF4E3	317649
EIF4A1	1973
ENDOG	2021
Exosome_component_2	23404
DUSP2	1844
EPS8L1	54869
DPEP3	64180
ERVWE1	30816
E2F3	1871
EPS8L3	79574
EIF3G	8666
ELP2	55250
DPYSL4	10570
EPAS1	2034
EIF3EIP	51386
ERP29	10961
DUT_%28gene%29	1854
EDARADD	128178
